score,BA,H,RBI,BB,k,SB,holds,avgR,ER,bb,SO,nHR
2,30,6,2,2,6,1,6,2,2,2,6,0
4,44,8,4,7,10,0,8,4,3,7,10,2
4,42,9,3,4,12,0,9,4,3,4,12,1
4,37,10,4,3,3,0,10,4,4,3,3,3
16,39,19,16,8,2,3,19,16,16,8,2,2
9,36,12,9,4,6,0,12,9,9,4,6,1
4,38,11,4,1,8,0,11,4,4,1,8,1
3,30,8,3,3,2,0,8,3,3,3,2,0
7,32,9,7,2,7,1,9,7,6,2,7,5
0,32,6,0,4,7,1,6,0,0,4,7,0
5,29,7,5,6,4,0,7,5,5,6,4,2
4,38,8,2,6,4,1,8,4,2,6,4,0
4,43,9,3,2,12,1,9,4,3,2,12,0
11,44,16,9,4,4,0,16,11,10,4,4,0
0,27,0,0,1,7,0,0,0,0,1,7,0
8,38,13,8,3,8,2,13,8,8,3,8,1
3,33,7,2,0,7,0,7,3,2,0,7,2
8,38,13,6,4,7,1,13,8,6,4,7,0
6,35,8,6,5,3,0,8,6,4,5,3,2
6,37,13,6,3,5,0,13,6,5,3,5,1
0,32,4,0,0,4,0,4,0,0,0,4,0
1,33,7,1,5,7,1,7,1,1,5,7,0
5,32,10,5,1,5,1,10,5,4,1,5,0
3,38,4,3,6,7,1,4,3,3,6,7,2
3,43,9,3,8,9,1,9,3,1,8,9,0
3,33,7,2,2,7,1,7,3,1,2,7,0
9,30,8,8,4,5,0,8,9,5,4,5,0
3,29,5,2,2,7,0,5,3,2,2,7,0
0,32,6,0,1,7,0,6,0,0,1,7,0
3,29,7,3,6,5,0,5,3,3,5,3,0
5,33,10,5,0,4,1,10,5,5,0,4,3
4,33,9,4,2,6,0,9,4,3,2,6,0
3,34,8,3,3,4,1,8,3,3,3,4,1
1,29,4,0,5,4,1,4,1,1,5,4,0
5,30,8,4,9,8,1,8,5,4,9,8,2
9,41,16,7,3,5,0,16,9,5,3,5,0
6,38,12,6,3,4,0,12,6,5,3,4,1
1,32,6,1,2,8,1,6,1,0,2,8,0
4,26,5,3,7,1,3,5,4,3,7,1,1
5,36,12,5,1,6,0,12,5,5,1,6,2
4,37,11,4,1,6,0,11,4,3,1,6,1
1,34,9,1,2,7,0,9,1,1,2,7,1
7,32,10,6,5,3,1,10,7,6,5,3,1
6,35,8,5,3,9,1,8,6,5,3,9,2
4,34,9,4,0,9,0,9,4,3,0,9,0
1,31,6,1,3,7,1,6,1,1,3,7,0
3,31,8,3,5,3,2,8,3,1,5,3,0
1,34,8,1,2,4,1,8,1,1,2,4,0
5,35,11,4,1,3,1,11,5,3,1,3,1
4,35,11,4,2,6,1,11,4,4,2,6,0
2,37,11,3,2,4,1,11,3,3,2,4,0
2,30,4,2,1,7,0,4,2,2,1,7,0
3,32,9,3,1,4,3,9,3,3,1,4,0
7,36,9,4,2,2,0,9,7,5,2,2,0
1,33,9,1,1,5,0,9,1,1,1,5,0
4,35,11,4,0,3,1,11,4,4,0,3,0
3,28,4,2,5,6,2,4,3,3,5,6,0
3,35,11,3,3,3,1,11,3,2,3,3,0
6,33,10,3,1,5,0,10,6,3,1,5,1
6,39,12,6,2,5,2,12,6,6,2,5,2
1,33,7,1,0,12,0,7,1,1,0,12,0
7,47,14,5,2,13,1,14,7,6,2,13,0
5,43,10,4,6,7,3,10,5,4,6,7,0
5,36,11,5,0,9,2,11,5,5,0,9,1
0,30,4,0,2,6,0,4,0,0,2,6,0
2,30,6,2,5,3,0,6,2,2,5,3,1
2,32,5,2,6,5,1,5,2,2,6,5,0
8,37,12,8,4,9,4,12,8,6,4,9,2
1,32,6,0,1,6,2,6,1,1,1,6,0
5,33,9,5,6,6,4,9,5,2,6,6,0
8,33,11,8,2,1,0,11,8,7,2,1,1
5,38,9,5,5,8,0,9,5,5,5,8,1
6,41,16,5,2,6,0,16,6,4,2,6,0
14,44,18,11,4,7,1,18,14,10,4,7,2
3,38,10,3,0,7,1,10,3,3,0,7,0
2,26,4,2,1,4,0,4,2,1,1,4,0
5,27,10,5,0,5,0,10,5,5,0,5,1
4,31,7,4,3,3,1,7,4,3,3,3,0
3,33,8,3,2,6,0,8,3,3,2,6,1
0,18,4,0,2,5,0,4,0,0,2,5,0
0,17,3,0,0,5,0,3,0,0,0,5,0
5,32,7,5,4,1,0,7,5,5,4,1,2
7,32,9,7,2,8,0,9,7,7,2,8,2
4,35,5,4,8,10,1,5,4,4,8,10,0
2,38,7,2,2,4,0,7,2,2,2,4,0
1,32,6,1,0,6,0,6,1,1,0,6,0
2,29,6,2,1,7,1,6,2,1,1,7,0
5,34,11,5,1,7,1,11,5,5,1,7,1
3,35,10,3,2,5,1,10,4,2,2,5,0
6,36,10,6,7,6,0,10,6,5,7,6,1
5,38,13,5,1,7,0,13,5,5,1,7,1
3,30,6,3,2,7,4,6,3,3,2,7,1
5,30,8,5,3,6,1,8,5,5,3,6,1
5,35,10,5,3,5,1,10,5,4,3,5,1
7,34,12,7,3,0,0,12,7,7,3,0,2
0,29,1,0,2,5,2,1,0,0,2,5,0
1,27,4,1,2,6,1,4,1,0,2,6,0
1,23,5,1,3,4,1,5,1,1,3,4,0
5,25,11,5,4,2,0,11,5,5,4,2,0
4,31,6,4,5,3,2,6,4,1,5,3,0
5,33,9,5,3,6,1,9,5,5,3,6,2
6,42,11,5,2,8,3,11,6,3,2,8,0
5,34,8,4,1,15,0,8,5,4,1,15,2
3,42,11,3,5,12,1,11,3,3,5,12,0
3,45,10,3,3,6,0,10,3,3,3,6,0
6,33,12,5,3,5,2,12,6,6,3,5,0
1,31,6,1,3,4,1,6,1,1,3,4,0
4,34,8,4,2,11,0,8,4,4,2,11,1
16,41,18,15,3,9,2,18,16,16,3,9,1
6,36,14,4,3,4,3,14,6,4,3,4,0
3,34,10,3,3,13,0,10,3,3,3,13,0
4,33,7,4,1,11,1,7,4,3,1,11,2
7,29,8,6,3,9,3,8,7,6,3,9,1
9,42,15,8,3,6,4,15,9,8,3,6,0
1,34,7,1,0,10,0,7,1,1,0,10,0
13,46,18,12,4,7,1,18,13,12,4,7,1
1,30,6,1,2,7,1,6,1,1,2,7,0
1,28,3,1,0,7,0,3,1,1,0,7,0
1,30,7,1,1,6,0,7,1,1,1,6,0
4,31,10,4,4,1,0,10,4,4,4,1,1
2,30,8,2,1,4,0,8,2,2,1,4,0
5,34,10,5,3,8,0,10,5,5,3,8,0
6,31,13,5,5,5,0,13,6,5,5,5,1
3,33,7,2,3,10,1,7,3,2,3,10,1
5,34,10,5,1,4,0,10,5,4,1,4,1
2,29,4,2,2,7,0,4,2,2,2,7,2
15,37,16,14,7,4,4,16,15,14,7,4,1
5,34,8,5,10,6,1,8,5,4,10,6,1
6,32,11,6,2,6,0,11,6,6,2,6,0
5,38,14,4,2,10,3,14,5,5,2,10,0
2,30,6,2,6,12,2,6,2,2,6,12,0
6,35,12,5,4,5,5,12,6,4,4,5,2
3,31,7,3,3,9,0,7,3,3,3,9,2
0,30,3,0,3,6,1,3,0,0,3,6,0
6,31,8,6,3,5,0,8,6,4,3,5,1
1,35,8,1,5,5,6,8,1,0,5,5,0
0,30,6,0,4,12,2,6,0,0,4,12,0
6,33,11,4,5,8,1,11,6,3,5,8,0
4,31,6,4,6,5,1,6,4,2,6,5,1
2,33,6,2,1,6,0,6,2,0,1,6,0
13,42,20,13,1,5,2,20,13,13,1,5,0
5,31,6,4,5,7,0,6,5,5,5,7,0
8,33,9,6,4,4,1,9,8,5,4,4,2
7,34,8,7,4,6,1,8,7,5,4,6,2
8,30,6,7,5,4,1,6,8,4,5,4,3
8,34,14,8,3,6,1,14,8,8,3,6,1
9,37,13,8,7,6,0,13,9,9,7,6,2
8,34,11,8,5,1,2,11,8,4,5,1,2
4,32,9,4,4,7,2,9,4,3,4,7,1
4,33,9,4,9,7,1,9,4,4,9,7,1
7,28,9,7,6,5,1,9,7,7,6,5,0
8,36,11,8,3,5,0,11,8,8,3,5,1
4,30,7,4,3,13,0,7,4,4,3,13,1
8,34,10,8,7,1,1,10,8,8,7,1,2
4,34,11,4,1,6,0,11,4,3,1,6,1
4,34,10,4,4,3,0,10,4,3,4,3,0
1,30,5,1,3,4,1,5,1,1,3,4,1
7,37,11,6,3,9,1,11,7,6,3,9,0
1,38,10,1,2,7,1,10,1,1,2,7,1
3,35,10,3,2,9,0,10,3,3,2,9,1
7,31,8,5,6,3,0,8,7,4,6,3,2
1,29,6,1,3,3,0,6,1,1,3,3,0
7,29,9,6,5,4,5,9,7,7,5,4,3
6,34,11,6,2,4,0,11,6,5,2,4,2
5,35,7,4,7,12,0,7,5,4,7,12,0
2,32,5,2,1,5,0,5,2,2,1,5,0
13,35,12,13,4,4,0,12,13,9,4,4,1
8,35,15,8,2,3,0,15,8,8,2,3,1
5,35,11,4,2,6,0,11,5,3,2,6,0
1,33,6,0,1,8,0,6,1,1,1,8,0
3,30,7,2,2,2,0,7,3,2,2,2,1
18,50,22,18,4,7,0,22,18,18,4,7,2
5,37,11,4,0,6,0,11,5,5,0,6,1
1,32,5,1,2,2,0,5,1,1,2,2,0
2,32,8,2,4,5,2,8,2,2,4,5,0
13,43,17,12,2,10,2,17,13,13,2,10,3
2,32,6,2,2,10,0,6,2,2,2,10,0
9,40,11,9,3,4,1,11,9,8,3,4,2
1,34,7,1,0,9,0,7,1,1,0,9,1
6,32,9,4,6,4,1,9,6,4,6,4,2
4,30,7,4,1,8,0,7,4,4,1,8,1
4,32,7,4,2,5,0,7,4,4,2,5,2
1,33,7,1,2,4,1,7,1,1,2,4,0
4,35,9,4,2,8,0,9,4,4,2,8,0
8,36,14,8,1,0,2,14,8,8,1,0,0
4,39,15,4,2,10,0,15,4,4,2,10,0
6,31,11,6,5,5,2,11,6,6,5,5,1
7,38,15,6,7,9,1,15,7,5,7,9,1
1,31,6,1,2,8,1,6,1,1,2,8,0
1,34,8,1,3,6,1,8,1,1,3,6,0
10,36,12,9,2,4,1,12,10,5,2,4,1
10,42,12,10,6,2,0,12,10,7,6,2,1
0,31,6,0,2,5,1,6,0,0,2,5,0
0,28,3,0,0,10,1,3,0,0,0,10,0
1,28,5,1,2,2,0,5,1,1,2,2,1
9,36,11,9,4,7,0,11,9,9,4,7,2
3,38,13,3,1,6,0,13,3,3,1,6,1
9,39,14,9,3,7,0,14,9,9,3,7,3
0,31,4,0,4,4,0,4,0,0,4,4,0
4,30,6,4,5,5,0,6,4,4,5,5,1
5,35,10,3,4,4,0,10,5,3,4,4,0
3,31,7,3,2,6,0,7,3,3,2,6,1
5,32,9,5,0,5,0,9,5,4,0,5,0
4,34,11,3,2,5,1,11,4,3,2,5,0
2,33,8,1,0,13,0,8,2,1,0,13,0
2,32,7,2,2,6,0,7,2,2,2,6,0
4,27,6,4,3,5,0,6,4,4,3,5,0
23,50,26,23,5,2,1,26,23,15,5,2,3
0,29,3,0,1,7,0,3,0,0,1,7,0
9,36,8,8,7,8,3,8,9,8,7,8,0
1,31,5,1,0,11,0,5,1,1,0,11,0
2,31,6,2,2,11,1,6,2,2,2,11,0
5,31,7,3,5,7,2,7,5,4,5,7,0
10,43,18,10,2,3,1,18,10,9,2,3,1
1,31,5,0,2,7,0,5,1,1,2,7,0
5,31,8,4,3,6,0,8,5,4,3,6,0
2,37,11,2,1,9,0,11,2,2,1,9,1
4,34,10,2,1,6,0,10,4,2,1,6,0
3,35,10,3,2,7,1,10,3,3,2,7,1
0,33,6,0,2,5,1,6,0,0,2,5,0
7,33,10,6,5,4,1,10,7,3,5,4,1
2,32,5,2,3,4,1,5,2,2,3,4,0
8,34,13,7,3,5,1,13,8,7,3,5,3
5,35,10,3,2,6,0,10,5,3,2,6,0
3,30,6,3,1,7,0,6,3,2,1,7,0
1,35,6,1,2,6,0,6,1,1,2,6,0
6,30,9,5,2,6,2,9,6,6,2,6,0
7,32,7,6,5,5,0,7,7,5,5,5,1
4,34,8,3,2,9,0,8,4,3,2,9,2
5,35,10,5,2,10,0,10,5,3,2,10,2
8,32,14,8,3,2,2,14,8,8,3,2,1
3,36,12,3,1,6,0,12,3,3,1,6,1
11,41,17,9,3,4,3,17,11,9,3,4,2
9,38,11,8,6,9,1,11,9,5,6,9,1
8,35,9,7,6,8,2,9,8,5,6,8,1
2,31,7,1,5,9,1,7,2,1,5,9,0
5,28,6,5,3,4,0,6,5,5,3,4,1
1,32,6,0,3,9,1,6,1,1,3,9,0
5,32,10,4,0,1,3,10,5,3,0,1,0
0,32,7,0,1,5,0,7,0,0,1,5,0
1,27,3,1,3,5,0,3,1,1,3,5,0
4,37,8,4,3,7,0,8,4,3,3,7,0
5,31,8,5,2,3,0,8,5,5,2,3,0
3,32,6,1,5,6,1,6,3,2,5,6,0
4,33,9,4,5,5,0,9,4,3,5,5,0
9,36,10,5,6,7,4,10,9,5,6,7,2
4,39,12,4,3,5,0,12,4,3,3,5,0
2,35,10,1,4,9,0,10,2,1,4,9,0
10,33,9,6,8,8,1,9,10,6,8,8,1
12,43,15,12,4,5,1,15,12,12,4,5,3
11,48,21,10,4,3,0,21,11,6,4,3,1
4,34,7,3,1,11,1,7,4,1,1,11,0
5,29,8,5,2,4,0,8,5,4,2,4,1
7,37,11,6,6,3,1,11,7,5,6,3,1
0,33,7,0,2,9,0,7,0,0,2,9,0
1,30,5,1,4,6,0,5,1,1,4,6,0
3,34,12,3,5,9,0,12,3,3,5,9,1
9,40,15,7,0,10,1,15,9,8,0,10,1
5,34,6,4,4,8,0,6,5,2,4,8,1
5,36,13,5,2,5,0,13,5,5,2,5,0
1,39,11,0,1,3,0,11,1,0,1,3,0
8,39,12,7,3,13,0,12,8,6,3,13,3
0,33,6,0,1,6,0,6,0,0,1,6,0
13,41,19,13,4,4,0,19,13,13,4,4,1
5,37,12,5,3,16,4,12,5,5,3,16,1
9,41,15,7,3,3,1,15,9,6,3,3,0
3,36,7,2,1,8,1,7,3,2,1,8,0
0,29,5,0,1,4,1,5,0,0,1,4,0
1,25,4,1,5,8,1,4,1,1,5,8,0
9,40,13,7,3,4,2,13,9,4,3,4,1
6,29,6,6,5,4,0,6,6,6,5,4,0
4,28,4,2,8,4,0,4,4,3,8,4,0
0,34,6,0,0,7,0,6,0,0,0,7,0
7,38,13,6,5,5,1,13,7,4,5,5,0
4,29,7,3,6,3,1,7,4,4,6,3,0
7,36,12,7,6,8,0,12,7,6,6,8,1
6,30,6,5,7,6,2,6,6,4,7,6,2
7,38,13,7,3,4,1,13,7,7,3,4,1
5,34,8,5,3,8,0,8,5,1,3,8,0
6,32,8,5,5,6,4,8,6,6,5,6,1
5,37,11,5,5,7,0,11,5,5,5,7,0
6,23,8,6,3,2,0,8,6,5,3,2,0
6,24,8,6,1,3,0,8,6,3,1,3,1
4,33,8,4,4,9,0,8,4,4,4,9,1
12,42,17,12,1,3,1,17,12,12,1,3,3
6,34,10,5,1,3,0,10,6,5,1,3,0
3,33,5,2,3,6,0,5,3,2,3,6,0
4,32,5,4,5,3,3,5,4,0,5,3,0
1,32,7,1,1,6,1,7,1,1,1,6,0
4,33,9,3,5,1,3,9,4,4,5,1,0
3,34,7,3,3,7,0,7,3,3,3,7,0
7,33,10,4,3,5,0,10,7,4,3,5,1
4,33,9,2,3,5,1,3,0,0,0,2,0
0,29,6,0,3,5,0,6,0,0,3,5,0
2,27,7,2,4,6,1,7,2,1,4,6,0
9,34,9,8,11,8,1,9,9,8,11,8,2
3,33,8,3,6,12,0,8,3,3,6,12,0
6,36,11,5,5,5,5,11,6,2,5,5,0
3,32,7,3,2,1,1,7,3,3,2,1,1
3,31,6,3,5,4,1,6,3,3,5,4,0
6,33,13,6,3,5,2,13,6,5,3,5,1
1,31,7,1,2,5,0,7,1,1,2,5,0
6,32,9,4,4,6,0,9,6,6,4,6,0
6,38,9,6,3,8,1,9,6,6,3,8,0
11,37,13,10,7,4,2,13,11,10,7,4,1
16,42,18,13,8,7,7,18,16,15,8,7,1
7,38,15,7,4,3,2,15,7,7,4,3,2
1,30,4,1,1,11,0,4,1,1,1,11,0
3,28,7,3,3,5,0,7,3,1,3,5,0
2,34,7,2,0,7,3,7,2,2,0,7,0
7,30,12,7,5,6,3,12,7,7,5,6,2
3,34,9,3,1,10,0,9,3,3,1,10,0
2,29,5,1,5,7,1,5,2,1,5,7,0
10,47,16,10,1,13,4,16,10,10,1,13,1
9,45,14,8,1,7,1,14,9,6,1,7,0
3,31,6,3,3,11,1,6,3,3,3,11,1
6,34,12,6,1,2,0,12,6,4,1,2,1
5,34,7,5,4,9,4,7,5,5,4,9,2
2,29,6,2,2,3,0,6,2,2,2,3,1
0,29,3,0,4,11,1,3,0,0,4,11,0
1,29,7,1,1,5,1,7,1,1,1,5,1
5,38,12,5,2,5,2,12,5,5,2,5,1
7,36,13,5,1,5,2,13,7,5,1,5,2
3,35,12,2,1,5,1,12,3,2,1,5,0
5,37,13,5,2,6,1,13,5,5,2,6,1
10,40,16,9,2,9,1,16,10,9,2,9,2
3,36,10,3,0,1,1,11,3,2,0,1,0
18,46,18,13,1,5,0,18,18,12,1,5,0
2,31,5,0,3,7,3,5,2,1,3,7,0
4,33,8,4,1,9,0,8,4,4,1,9,2
6,27,7,5,5,4,3,7,6,4,5,4,1
4,36,12,2,2,10,0,12,4,3,2,10,0
2,30,7,2,4,4,0,7,2,2,4,4,0
2,30,4,1,4,6,0,4,2,2,4,6,0
6,33,9,6,1,8,2,9,6,5,1,8,2
1,33,7,1,0,5,0,7,1,1,0,5,0
5,32,8,5,3,5,4,8,5,3,3,5,1
1,32,4,1,4,8,0,4,1,1,4,8,1
2,29,8,2,0,5,1,8,2,2,0,5,0
1,36,4,1,3,5,1,4,1,1,3,5,0
2,34,11,2,4,8,1,11,2,1,4,8,0
0,30,5,0,4,6,0,5,0,0,4,6,0
6,35,14,5,1,3,4,14,6,5,1,3,2
15,44,17,12,5,7,3,17,15,11,5,7,0
7,40,13,7,2,4,0,13,7,6,2,4,2
8,32,8,8,4,16,2,8,8,7,4,16,0
6,36,9,5,2,17,2,9,6,6,2,17,1
3,32,5,1,1,7,2,5,3,0,1,7,0
2,33,7,2,1,11,0,7,2,2,1,11,0
3,31,5,3,4,6,1,5,3,3,4,6,0
0,29,2,0,0,11,0,2,0,0,0,11,0
2,31,6,2,3,5,1,6,2,1,3,5,0
3,28,6,3,0,9,0,6,3,3,0,9,1
7,36,11,7,2,7,6,11,7,6,2,7,1
1,31,4,1,5,7,0,4,1,1,5,7,0
3,32,7,3,1,10,2,7,3,3,1,10,0
2,37,11,2,2,7,0,11,2,1,2,7,0
2,33,9,2,2,4,3,9,2,1,2,4,0
3,30,7,3,3,7,0,7,3,3,3,7,0
3,33,9,3,2,10,0,9,3,3,2,10,0
0,32,5,0,6,7,1,5,0,0,6,7,0
3,37,10,2,2,8,1,10,3,2,2,8,0
4,33,9,3,2,4,1,9,4,0,2,4,1
3,31,7,3,3,3,1,7,3,3,3,3,2
1,31,6,1,5,7,0,6,1,0,5,7,0
0,31,6,0,3,6,2,6,0,0,3,6,0
1,30,7,1,0,4,0,7,1,0,0,4,0
10,43,17,9,4,6,2,17,10,9,4,6,1
3,35,8,3,3,7,0,8,3,3,3,7,1
5,32,8,3,5,1,0,8,5,2,5,1,0
2,28,7,2,6,4,4,7,2,2,6,4,0
1,31,7,1,2,7,0,7,1,1,2,7,0
8,32,13,7,3,1,1,13,8,7,3,1,4
12,41,13,11,7,7,2,13,12,6,7,7,1
10,38,12,9,11,5,3,12,10,6,11,5,0
11,36,9,8,5,8,3,9,11,10,5,8,0
8,41,12,7,3,9,1,12,8,6,3,9,0
7,39,14,7,1,8,1,14,7,7,1,8,3
5,28,6,3,5,3,3,6,5,3,5,3,0
9,46,18,7,2,11,1,18,9,7,2,11,2
8,41,15,8,4,6,1,15,8,8,4,6,0
7,40,12,6,0,5,1,12,7,5,0,5,0
11,38,16,11,0,3,0,16,11,11,0,3,0
6,38,11,6,2,5,3,11,6,6,2,5,2
5,38,13,3,3,7,3,13,5,3,3,7,2
4,33,8,4,1,6,1,8,4,4,1,6,1
3,32,4,2,4,9,0,4,3,0,4,9,0
5,32,7,4,3,10,0,7,5,4,3,10,1
7,35,12,6,0,5,3,12,7,4,0,5,1
5,31,6,5,3,3,0,6,5,5,3,3,0
2,29,7,2,8,7,0,7,2,2,8,7,0
6,36,10,5,1,6,5,10,6,5,1,6,0
3,37,10,3,4,7,2,10,3,3,4,7,0
3,30,6,2,2,6,2,6,3,1,2,6,0
6,32,8,6,3,4,1,8,6,6,3,4,1
6,37,9,5,1,5,1,9,6,0,1,5,1
4,31,6,1,3,2,2,6,4,2,3,2,0
7,36,13,7,3,8,2,13,7,6,3,8,1
2,31,6,2,7,11,0,6,2,2,7,11,0
4,40,14,4,1,7,0,14,4,3,1,7,0
5,35,12,5,1,9,1,12,5,5,1,9,4
5,34,10,5,3,3,2,10,5,4,3,3,0
3,35,7,1,2,4,2,7,3,3,2,4,0
0,27,3,0,1,1,1,3,0,0,1,1,0
4,31,6,4,3,9,3,6,4,3,3,9,1
5,35,9,5,4,8,1,9,5,5,4,8,1
1,30,4,1,1,7,0,4,1,1,1,7,0
1,31,6,1,1,7,0,6,1,1,1,7,0
2,28,7,1,0,4,1,7,2,1,0,4,1
0,34,9,0,1,3,0,9,0,0,1,3,0
4,28,9,3,2,5,3,9,4,4,2,5,0
2,35,12,2,4,5,0,12,2,2,4,5,0
3,30,6,3,2,6,1,6,3,2,2,6,1
2,32,7,1,2,5,0,7,2,1,2,5,1
4,31,6,4,3,9,3,6,4,2,3,9,0
6,35,9,6,1,10,2,9,6,6,1,10,2
14,40,15,12,4,7,1,15,14,6,4,7,2
2,29,5,2,5,4,1,5,2,2,5,4,0
3,30,8,3,1,7,2,8,3,3,1,7,0
4,35,9,4,4,9,2,9,4,3,4,9,1
2,34,8,2,3,7,1,8,2,1,3,7,0
5,34,7,2,5,5,2,7,5,4,5,5,0
6,32,9,5,6,9,3,9,6,6,6,9,0
8,36,12,7,2,8,5,12,8,7,2,8,2
5,38,10,5,3,7,2,10,5,4,3,7,0
3,33,9,3,3,4,0,9,3,2,3,4,0
8,36,10,8,1,5,3,10,8,8,1,5,3
2,32,8,2,3,7,2,8,2,2,3,7,0
5,33,7,3,3,3,0,7,5,3,3,3,0
10,43,16,9,2,8,0,16,10,8,2,8,2
0,25,2,0,2,2,0,2,0,0,2,3,0
8,37,14,7,3,4,0,14,8,5,3,4,0
3,32,7,2,3,3,0,7,3,2,3,3,1
3,33,9,2,4,5,0,9,3,3,4,5,1
2,33,5,1,1,13,0,5,2,1,2,13,0
7,36,11,6,2,7,2,11,7,5,2,7,0
6,38,10,4,1,13,6,10,6,4,1,13,1
4,34,7,2,5,6,2,7,4,1,5,6,1
6,37,14,6,4,6,1,14,6,5,4,6,1
4,36,9,3,3,11,2,9,4,3,3,11,1
12,34,12,11,8,6,3,12,12,7,8,6,1
3,34,10,1,2,5,0,10,3,3,2,5,0
1,31,6,1,0,9,1,6,1,1,0,9,0
4,30,5,3,4,9,2,5,4,4,4,9,1
10,41,18,10,1,6,0,18,10,8,1,6,0
2,34,7,1,0,8,1,7,2,1,0,8,0
7,31,9,5,3,9,2,9,7,5,3,9,2
6,32,9,5,3,11,6,9,6,4,3,11,0
2,35,8,2,4,12,0,8,2,2,4,12,0
5,37,10,5,0,9,0,10,5,5,0,9,2
10,35,12,10,4,5,1,12,10,6,4,5,2
0,33,6,0,2,7,1,6,0,0,2,7,0
1,24,6,1,4,1,1,6,1,1,4,1,0
5,35,8,5,2,13,1,8,5,4,2,13,1
6,31,10,6,4,6,1,10,6,6,4,6,1
3,40,12,3,1,6,0,12,3,2,1,6,0
2,38,8,1,3,10,3,8,2,2,3,10,0
5,38,11,5,1,11,0,11,5,4,1,11,0
8,35,10,6,4,3,3,10,8,5,4,3,0
5,35,10,5,4,3,1,10,5,5,4,3,1
1,29,4,1,3,4,0,4,1,1,3,4,0
0,31,4,0,2,5,0,4,0,0,2,5,0
4,27,5,4,0,10,1,5,4,4,0,10,1
11,40,14,11,4,4,1,14,11,9,4,4,1
5,38,10,1,5,4,1,10,5,0,5,4,0
3,36,9,3,2,6,1,9,3,3,2,6,0
4,35,10,4,4,6,2,10,4,3,4,6,0
2,34,11,2,6,7,1,11,2,1,6,7,0
0,31,6,0,1,6,3,6,0,0,1,6,0
5,37,8,4,4,5,0,8,5,1,4,5,0
8,29,7,6,4,5,1,7,8,6,4,5,2
2,33,7,2,4,10,1,7,2,1,4,10,0
5,31,7,4,6,4,2,7,5,4,6,4,1
11,38,14,11,6,5,2,14,11,10,6,5,1
2,36,11,2,2,9,0,11,2,2,2,9,1
5,34,14,5,2,4,0,14,5,4,2,4,0
6,27,6,5,6,3,0,6,6,3,6,3,0
2,28,4,1,4,3,0,4,2,0,4,3,0
6,36,15,5,2,5,0,15,6,6,2,5,0
7,35,10,7,5,5,0,10,7,7,5,5,1
1,31,5,1,1,6,0,5,1,1,1,6,1
3,30,6,3,3,10,0,6,3,3,3,10,1
2,30,5,2,1,10,1,5,2,2,1,10,1
3,33,6,3,4,15,5,6,3,2,4,15,1
4,35,14,4,3,4,0,14,4,3,3,4,0
6,41,16,6,1,9,1,16,6,6,1,9,1
9,29,9,7,6,5,2,9,9,4,6,5,1
1,34,6,1,2,4,0,6,1,1,2,4,0
2,34,8,2,5,6,2,8,2,2,5,6,0
4,30,6,4,1,7,0,6,4,3,1,7,0
5,31,10,5,0,4,0,10,5,2,0,4,0
3,33,8,3,3,6,0,8,3,1,3,6,1
4,35,10,4,6,6,0,10,4,4,6,6,1
3,32,7,3,5,4,1,7,3,3,5,4,1
6,32,9,6,1,6,1,9,6,6,1,6,2
1,33,5,1,2,5,0,5,1,0,2,5,0
6,31,9,6,1,6,0,9,6,5,1,6,0
7,35,11,7,4,6,2,11,7,6,4,6,2
4,31,7,4,3,9,2,7,4,4,3,9,3
2,29,3,1,1,7,0,3,2,2,1,7,0
17,40,12,12,11,3,1,12,17,12,11,3,1
6,39,13,6,3,8,5,13,6,6,3,8,1
1,32,7,1,3,5,1,7,1,1,3,5,0
1,26,4,0,8,2,0,4,1,0,8,2,0
3,30,8,1,3,8,1,8,3,2,3,8,1
3,36,10,3,2,7,0,10,3,1,2,7,1
7,37,15,6,6,9,3,15,7,7,6,9,0
0,32,5,0,4,5,0,5,0,0,4,5,0
3,27,7,3,0,9,0,7,3,3,0,9,0
5,31,9,5,7,3,0,9,5,4,7,3,0
4,30,9,4,5,4,1,9,4,3,5,4,0
6,33,8,6,5,6,4,8,6,6,5,6,2
1,33,9,1,4,3,0,9,1,1,4,3,0
7,34,11,7,4,4,3,11,7,7,4,4,0
6,37,12,6,2,4,3,12,6,4,2,4,0
1,33,7,1,1,4,1,7,1,1,1,4,1
4,30,10,4,7,3,1,10,4,2,7,3,0
4,39,11,3,0,3,0,11,4,2,0,3,0
17,43,17,17,5,6,1,17,17,7,5,6,2
7,35,9,6,6,3,0,9,7,5,6,3,2
4,31,6,3,5,9,0,6,4,4,5,9,0
2,30,6,2,4,6,0,6,2,2,4,6,1
3,30,8,2,3,4,2,8,3,3,3,4,0
1,30,5,1,2,4,0,5,1,1,2,4,0
7,32,9,7,2,5,1,9,7,7,2,5,2
5,34,8,5,2,9,1,8,5,5,2,9,1
11,38,13,10,5,3,1,13,11,11,5,3,3
9,39,13,7,3,7,1,13,9,5,3,7,1
2,35,9,2,5,6,0,9,2,2,5,6,0
3,30,8,3,6,5,0,8,3,3,6,5,0
4,30,7,4,2,8,0,7,4,2,2,8,0
11,42,18,10,3,7,4,18,11,10,3,7,2
6,36,10,5,7,3,0,10,6,5,7,3,2
4,35,9,4,2,7,2,9,4,4,2,7,0
8,35,13,8,6,3,1,13,8,7,6,3,1
4,33,8,4,2,3,0,8,4,4,2,3,1
